log_id,geracao_id,client_id,client_name,workflow_origem,cenario_make,tipo_log,tipo_entrega,mes_referencia,pode_gerar,status_guardrail,motivo_bloqueio,contrato_ativo,tipo_entrega_contratado,dentro_limite_operacional,servico_extra_aprovado,ajuste_manual_autorizado,risco_operacional,status_execucao_gpt,modelo_gpt,tokens_estimados,erro_tecnico,responsavel_operacional,observacao,data_evento,data_criacao
,ba351285-d890-4691-b366-54f684ae571f,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:18,2026-07-07 14:24:18
,cacb77d7-cb70-42be-a54d-44b0ec64fa2e,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:20,2026-07-07 14:24:20
,8361c68a-cc02-4bf3-b5d0-3506b85659b1,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:23,2026-07-07 14:24:23
,ba351285-d890-4691-b366-54f684ae571f,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:26,2026-07-07 14:24:26
,508f96b6-5d43-45f1-b38f-3db425555d9e,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:29,2026-07-07 14:24:29
,8361c68a-cc02-4bf3-b5d0-3506b85659b1,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:30,2026-07-07 14:24:30
,640cdad3-8e52-4f06-82b4-36b847a4249e,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,reels,2026-07,sim,liberado_contrato,,sim,sim,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:35,2026-07-07 14:24:35
,508f96b6-5d43-45f1-b38f-3db425555d9e,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:36,2026-07-07 14:24:36
,29f8ca7f-d111-4842-bf30-beb729ba2377,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:41,2026-07-07 14:24:41
,640cdad3-8e52-4f06-82b4-36b847a4249e,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:41,2026-07-07 14:24:41
,7a438c21-155f-46c8-9b1f-ce70da50e075,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:46,2026-07-07 14:24:46
,29f8ca7f-d111-4842-bf30-beb729ba2377,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:46,2026-07-07 14:24:46
,53f68f22-f6c8-4d81-8c39-167e350c203e,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:50,2026-07-07 14:24:50
,7a438c21-155f-46c8-9b1f-ce70da50e075,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:51,2026-07-07 14:24:51
,92eb49b8-4211-420a-b660-7f368ed2f929,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:24:55,2026-07-07 14:24:55
,53f68f22-f6c8-4d81-8c39-167e350c203e,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:24:56,2026-07-07 14:24:56
,0fd7eb05-b5c3-4f17-b1e5-679bfa4db13a,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:00,2026-07-07 14:25:00
,92eb49b8-4211-420a-b660-7f368ed2f929,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:01,2026-07-07 14:25:01
,fd9a10c0-99b8-4219-b371-2e13a2e266e8,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:06,2026-07-07 14:25:06
,0fd7eb05-b5c3-4f17-b1e5-679bfa4db13a,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:07,2026-07-07 14:25:07
,038273c6-af03-4665-a4e1-570534cbbbd5,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:11,2026-07-07 14:25:11
,fd9a10c0-99b8-4219-b371-2e13a2e266e8,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:12,2026-07-07 14:25:12
,17db5be0-a217-4a3a-add6-3b96e051d42e,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,carrossel,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:16,2026-07-07 14:25:16
,038273c6-af03-4665-a4e1-570534cbbbd5,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:17,2026-07-07 14:25:17
,c3d5cd26-1776-459d-89fe-68bc7075d45b,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:21,2026-07-07 14:25:21
,17db5be0-a217-4a3a-add6-3b96e051d42e,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:22,2026-07-07 14:25:22
,d9e70751-baf7-48cd-bb70-2f516c905078,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:26,2026-07-07 14:25:26
,c3d5cd26-1776-459d-89fe-68bc7075d45b,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:27,2026-07-07 14:25:27
,f64f515c-38bb-467e-b17e-1247378e6e77,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:31,2026-07-07 14:25:31
,d9e70751-baf7-48cd-bb70-2f516c905078,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:32,2026-07-07 14:25:32
,cb49e77f-1cde-4dfb-8b84-7a57173aaf37,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:35,2026-07-07 14:25:35
,f64f515c-38bb-467e-b17e-1247378e6e77,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:38,2026-07-07 14:25:38
,251e6178-9846-44e2-b7f1-7d935adb758e,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:40,2026-07-07 14:25:40
,cb49e77f-1cde-4dfb-8b84-7a57173aaf37,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:43,2026-07-07 14:25:43
,61ec07bb-aaa9-466c-a1f3-91af103b54b9,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:47,2026-07-07 14:25:47
,251e6178-9846-44e2-b7f1-7d935adb758e,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:48,2026-07-07 14:25:48
,a932df77-8811-4143-9f33-3c893fa2adbf,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:52,2026-07-07 14:25:52
,61ec07bb-aaa9-466c-a1f3-91af103b54b9,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:53,2026-07-07 14:25:53
,c11e2dde-5770-4d38-9007-a1c09db69e9b,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:25:57,2026-07-07 14:25:57
,a932df77-8811-4143-9f33-3c893fa2adbf,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:25:58,2026-07-07 14:25:58
,234dbf39-1c48-450e-9d43-a75e4c46ea9a,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:02,2026-07-07 14:26:02
,c11e2dde-5770-4d38-9007-a1c09db69e9b,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:03,2026-07-07 14:26:03
,8ff93e69-37a0-46a8-be91-83f3d4ecec21,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:08,2026-07-07 14:26:08
,234dbf39-1c48-450e-9d43-a75e4c46ea9a,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:09,2026-07-07 14:26:09
,2fc9f348-612f-461f-9048-6d0ecac0fbfe,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:12,2026-07-07 14:26:12
,8ff93e69-37a0-46a8-be91-83f3d4ecec21,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:14,2026-07-07 14:26:14
,8b6f3075-a76f-4f54-9e8c-413e4c969b34,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:17,2026-07-07 14:26:17
,2fc9f348-612f-461f-9048-6d0ecac0fbfe,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:19,2026-07-07 14:26:19
,fce23afc-02d9-45ca-8b4a-009c08984c75,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:22,2026-07-07 14:26:22
,8b6f3075-a76f-4f54-9e8c-413e4c969b34,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:24,2026-07-07 14:26:24
,b1d0eb21-2ad9-4762-97d9-9041cfcb84c6,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:27,2026-07-07 14:26:27
,fce23afc-02d9-45ca-8b4a-009c08984c75,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:29,2026-07-07 14:26:29
,265788d0-c684-47d0-ae66-341d8436cb54,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:33,2026-07-07 14:26:33
,b1d0eb21-2ad9-4762-97d9-9041cfcb84c6,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:34,2026-07-07 14:26:34
,53d8687f-93f8-4239-9ca7-12df0df79efb,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:38,2026-07-07 14:26:38
,265788d0-c684-47d0-ae66-341d8436cb54,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:39,2026-07-07 14:26:39
,2193ef5b-579b-4f49-9ec7-fa964fe87157,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:43,2026-07-07 14:26:43
,53d8687f-93f8-4239-9ca7-12df0df79efb,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:44,2026-07-07 14:26:44
,f7003ed4-5ed1-445c-9c7b-b502aae46f5b,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:48,2026-07-07 14:26:48
,2193ef5b-579b-4f49-9ec7-fa964fe87157,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:49,2026-07-07 14:26:49
,24891d72-d3c9-40a0-bb85-ac833d138910,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:53,2026-07-07 14:26:53
,f7003ed4-5ed1-445c-9c7b-b502aae46f5b,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:26:55,2026-07-07 14:26:55
,dea3d4c0-3927-40d5-8918-5b103eefcc41,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,story,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:26:58,2026-07-07 14:26:58
,24891d72-d3c9-40a0-bb85-ac833d138910,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:00,2026-07-07 14:27:00
,22ce9f89-52e8-407a-9383-2d5ed982d350,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_estatico,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:03,2026-07-07 14:27:03
,dea3d4c0-3927-40d5-8918-5b103eefcc41,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:05,2026-07-07 14:27:05
,68d7f557-109b-4864-ace2-21351668b692,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_estatico,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:08,2026-07-07 14:27:08
,22ce9f89-52e8-407a-9383-2d5ed982d350,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:10,2026-07-07 14:27:10
,edc2d9f0-b521-426e-b512-0c6e23de117c,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_estatico,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:14,2026-07-07 14:27:14
,68d7f557-109b-4864-ace2-21351668b692,FLUXAI_LABS_001,FluxAI Labs,17_FLUXAI_GPT_GERACOES_LOG,17_FLUXAI_GPT_GERACOES_LOG,execucao_gpt,,,,,,,,,,,,,,,,,,2026-07-07 14:27:15,2026-07-07 14:27:15
,8e134483-e6e7-4716-9b55-905646757293,FLUXAI_LABS_001,FluxAI Labs,13_FLUXAI_IA_GUARDRAIL,13_FLUXAI_IA_GUARDRAIL,guardrail,post_estatico,2026-07,sim,liberado_contrato,,sim,não,sim,não,não,baixo,guardrail,,,,,,2026-07-07 14:27:18,2026-07-07 14:27:18
